timestamp,session_id,model,transcribed_text,reference_text,loading_model_time,startup_latency_ms,inference_latency_ms,rtf,avg_confidence,wer,cer,wer_normalized,wer_substitutions,wer_deletions,wer_insertions,bleu_score,user_success,cold_start,peak_memory_mb,is_benchmark
2026-07-02T21:33:09.026361+00:00,c1bfbca7-c3bf-49f0-b8ab-64aa9d099c96,faster-whisper:base,Abre o Instagram,Abre o Intagram,4.07,,687.35,0.2675,0.7535,0.3333,0.0769,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T21:33:12.781200+00:00,c1bfbca7-c3bf-49f0-b8ab-64aa9d099c96,faster-whisper:base,Abrei o visitio.,Abrir Obsidian,4.07,,808.15,0.2798,0.4567,1.5,0.5385,1.5,1.0,0.0,0.5,0,False,False,,True
2026-07-02T21:33:17.572970+00:00,c1bfbca7-c3bf-49f0-b8ab-64aa9d099c96,faster-whisper:base,"Bom job, de tudo, o FIRA... FIRA EXPLODER.",Pode abrir o File Explorer,4.07,,2646.29,0.5978,0.3882,1.4,0.9545,1.4,0.8,0.0,0.6,0.0278,False,False,,True
2026-07-02T21:33:21.770916+00:00,c1bfbca7-c3bf-49f0-b8ab-64aa9d099c96,faster-whisper:base,e para o blender.,Pare o Blender,4.07,,714.36,0.3195,0.3964,0.6667,0.25,0.6667,0.3333,0.0,0.3333,0.1699,True,False,,True
2026-07-02T21:33:49.169076+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,"Abreu, uu, uu.",Abra o Google,5.3,,3059.59,1.0845,0.4714,1.0,0.8182,1.0,1.0,0.0,0.0,0,False,False,,True
2026-07-02T21:33:54.561540+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Abreu o Discord,Abra o Discord,5.3,,1003.1,0.3438,0.7281,0.3333,0.1667,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T21:33:58.268675+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Fecho ou foco de fogo.,Feche o Fire Fox,5.3,,1315.05,0.2867,0.4469,1.25,0.6923,1.25,1.0,0.0,0.25,0,False,False,,True
2026-07-02T21:34:04.923305+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Execute o UNIDESC.,Execute o Any Desk,5.3,,1178.73,0.4437,0.7776,0.5,0.2667,0.5,0.25,0.25,0.0,0.1722,True,False,,True
2026-07-02T21:34:08.109576+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Inicie o System Manager.,Inicia o System Manager,5.3,,1155.06,0.2662,0.7642,0.25,0.1,0.25,0.25,0.0,0.0,0.3976,True,False,,True
2026-07-02T21:34:10.848796+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Abra o Devil May Cry!,Abra Devil may Cry,5.3,,1068.06,0.2798,0.8051,0.25,0.1333,0.25,0.0,0.0,0.25,0.2857,True,False,,True
2026-07-02T21:34:13.356823+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Abre o Instagram.,Abre o Intagram,5.3,,970.54,0.3777,0.8099,0.3333,0.1538,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T21:34:16.489855+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Abrir Obesídios,Abrir Obsidian,5.3,,1149.79,0.398,0.615,0.5,0.3077,0.5,0.5,0.0,0.0,0.1495,True,False,,True
2026-07-02T21:34:20.000077+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,"Bom, já abriu o fire-fire-exploder.",Pode abrir o File Explorer,5.3,,1370.1,0.3095,0.5434,1.0,0.6818,1.0,1.0,0.0,0.0,0.0537,False,False,,True
2026-07-02T21:34:24.576363+00:00,c790c494-1100-492c-9139-35d96ceb2cf2,faster-whisper:small,Padiu Blender,Pare o Blender,5.3,,922.54,0.4127,0.4947,0.6667,0.25,0.6667,0.3333,0.3333,0.0,0.0907,False,False,,True
2026-07-02T21:48:29.832973+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Abra o Google.,Abra o Google,8.03,,2506.17,0.8883,0.8381,0.0,0.0909,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T21:48:34.399006+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Abra o Discord.,Abra o Discord,8.03,,2186.71,0.7495,0.9114,0.0,0.0833,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T21:48:41.403555+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Fecho o Firefox.,Feche o Fire Fox,8.03,,2176.49,0.4745,0.8421,0.75,0.1538,0.75,0.5,0.25,0.0,0.0814,True,False,,True
2026-07-02T21:48:47.253946+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Execute o AnyDesk.,Execute o Any Desk,8.03,,2299.96,0.8658,0.8464,0.5,0.0667,0.5,0.25,0.25,0.0,0.1722,True,False,,True
2026-07-02T21:48:50.879827+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Inicie o System Manager.,Inicia o System Manager,8.03,,2193.73,0.5055,0.973,0.25,0.1,0.25,0.25,0.0,0.0,0.3976,True,False,,True
2026-07-02T21:48:54.609672+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Abra o Devil May Cry,Abra Devil may Cry,8.03,,2203.04,0.5771,0.9779,0.25,0.0667,0.25,0.0,0.0,0.25,0.2857,True,False,,True
2026-07-02T21:48:58.777796+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Abre o Instagram.,Abre o Intagram,8.03,,2141.01,0.8333,0.9482,0.3333,0.1538,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T21:49:03.915303+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Abrir obsidian.,Abrir Obsidian,8.03,,2083.32,0.7212,0.7893,0.0,0.0769,0.0,0.0,0.0,0.0,0.3162,True,False,,True
2026-07-02T21:49:08.520989+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,Pode abrir o File Explorer.,Pode abrir o File Explorer,8.03,,2124.82,0.48,0.8684,0.0,0.0455,0.0,0.0,0.0,0.0,1.0,True,False,,True
2026-07-02T21:49:14.393704+00:00,8088607d-2ef5-4a1f-9eb5-47054a8bb327,faster-whisper:large,É Barium Blender,Pare o Blender,8.03,,2112.66,0.945,0.5865,0.6667,0.4167,0.6667,0.6667,0.0,0.0,0.1136,False,False,,True
2026-07-02T22:04:43.570194+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Abra o Google.,Abra o Google,5.99,,1467.03,0.52,0.7519,0.0,0.0909,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T22:04:46.440442+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Abra o Discord.,Abra o Discord,5.99,,1360.04,0.4661,0.9404,0.0,0.0833,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T22:04:51.161937+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Fazio ou Firefox?,Feche o Fire Fox,5.99,,2322.45,0.5064,0.5793,1.0,0.4615,1.0,0.75,0.25,0.0,0,False,False,,True
2026-07-02T22:04:54.822881+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Execute o Anidesc.,Execute o Any Desk,5.99,,1329.03,0.5003,0.7243,0.5,0.2,0.5,0.25,0.25,0.0,0.1722,False,False,,True
2026-07-02T22:04:58.358875+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Inicie o System Manager.,Inicia o System Manager,5.99,,1344.31,0.3098,0.9695,0.25,0.1,0.25,0.25,0.0,0.0,0.3976,True,False,,True
2026-07-02T22:05:01.309162+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Abra o Devil May Cry.,Abra Devil may Cry,5.99,,1413.94,0.3704,0.9424,0.25,0.1333,0.25,0.0,0.0,0.25,0.2857,True,False,,True
2026-07-02T22:05:03.889147+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Abre o Instagram.,Abre o Intagram,5.99,,1284.68,0.5,0.9395,0.3333,0.1538,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T22:05:06.430493+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Abrir obsidian.,Abrir Obsidian,5.99,,1106.17,0.3829,0.791,0.0,0.0769,0.0,0.0,0.0,0.0,0.3162,True,False,,True
2026-07-02T22:05:09.215290+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,Pode abrir o File Explorer.,Pode abrir o File Explorer,5.99,,1305.49,0.2949,0.9258,0.0,0.0455,0.0,0.0,0.0,0.0,1.0,True,False,,True
2026-07-02T22:05:19.975200+00:00,7109fba2-6dfd-4bde-b7eb-b41bdfd9e8b8,faster-whisper:turbo,É Pário Blender.,Pare o Blender,5.99,,1267.73,0.5671,0.4756,0.6667,0.3333,0.6667,0.6667,0.0,0.0,0.1136,True,False,,True
2026-07-02T22:12:38.859390+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,"Abreu, guba.",Abra o Google,49.59,,3679.0,1.3034,,1.0,0.7273,1.0,0.6667,0.3333,0.0,0,False,False,,True
2026-07-02T22:12:49.787924+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Abra o discórdio.,Abra o Discord,49.59,,3928.63,1.3459,,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T22:12:55.460864+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Faça-se com o Firefox.,Feche o Fire Fox,49.59,,3773.6,0.8225,,1.0,0.6154,1.0,1.0,0.0,0.0,0.0803,False,False,,True
2026-07-02T22:13:02.035984+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,É a culpa de Uani Desk.,Execute o Any Desk,49.59,,3855.45,1.4506,,1.25,0.6667,1.25,0.75,0.0,0.5,0.0408,False,False,,True
2026-07-02T22:13:13.154792+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Iniciou como Sistem Manager.,Inicia o System Manager,49.59,,4374.69,1.0077,,0.75,0.35,0.75,0.75,0.0,0.0,0.0803,True,False,,True
2026-07-02T22:13:19.265851+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Abra o Devil May Cry.,Abra Devil may Cry,49.59,,3747.68,0.9814,,0.25,0.1333,0.25,0.0,0.0,0.25,0.2857,True,False,,True
2026-07-02T22:13:24.563408+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Abre o Instagram.,Abre o Intagram,49.59,,3833.49,1.4912,,0.3333,0.1538,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T22:13:32.612666+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Abrir obsídio.,Abrir Obsidian,49.59,,1857.1,0.6426,,0.5,0.2308,0.5,0.5,0.0,0.0,0.1495,True,False,,True
2026-07-02T22:13:48.964164+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,Pode abrir o Firefox Explorer.,Pode abrir o File Explorer,49.59,,3999.62,0.9032,,0.2,0.2273,0.2,0.2,0.0,0.0,0.2857,False,False,,True
2026-07-02T22:13:54.064658+00:00,033190ba-7709-4bab-a438-059a37aaedf1,canary-1b-v2,É padio blender.,Pare o Blender,49.59,,3294.07,1.4726,,0.6667,0.3333,0.6667,0.6667,0.0,0.0,0.1136,False,False,,True
2026-07-02T23:32:20.087260+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,abra o google.,Abra o Google,12.54,,1753.8,0.6213,,0.0,0.0909,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T23:32:22.951972+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,abra o discord,Abra o Discord,12.54,,1457.37,0.4993,,0.0,0.0,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T23:32:26.839524+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,feche o firefox.,Feche o Fire Fox,12.54,,1806.52,0.3938,,0.5,0.0769,0.5,0.25,0.25,0.0,0.1722,True,False,,True
2026-07-02T23:32:30.018098+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,execute o unity,Execute o Any Desk,12.54,,1535.03,0.5776,,0.5,0.4,0.5,0.25,0.25,0.0,0.1722,False,False,,True
2026-07-02T23:32:33.960328+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,inicie o system manager.,Inicia o System Manager,12.54,,1965.96,0.4529,,0.25,0.1,0.25,0.25,0.0,0.0,0.3976,True,False,,True
2026-07-02T23:32:37.671464+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,abra o devilmaycry!,Abra Devil may Cry,12.54,,2238.56,0.5862,,0.75,0.1333,0.75,0.5,0.25,0.0,0.0814,True,False,,True
2026-07-02T23:32:40.707882+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,abrir o instagram,Abre o Intagram,12.54,,1682.62,0.6545,,0.6667,0.2308,0.6667,0.6667,0.0,0.0,0.1136,True,False,,True
2026-07-02T23:32:44.864294+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,abrir o bispídio,Abrir Obsidian,12.54,,2251.12,0.7789,,1.0,0.3846,1.0,0.5,0.0,0.5,0.1136,False,False,,True
2026-07-02T23:32:49.078196+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,pode abrir o firefox,Pode abrir o File Explorer,12.54,,1864.1,0.421,,0.4,0.3636,0.4,0.2,0.2,0.0,0.3097,False,False,,True
2026-07-02T23:32:52.308336+00:00,f385be49-df65-4018-a20c-f13d7c511230,granite-4.0-1b-speech,epario blender,Pare o Blender,12.54,,1394.5,0.6234,,0.6667,0.1667,0.6667,0.3333,0.3333,0.0,0.0907,False,False,,True
2026-07-02T23:34:26.617073+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Абро у гугу.,Abra o Google,56.13,,5710.68,2.0232,,1.0,1.0,1.0,1.0,0.0,0.0,0,False,False,,True
2026-07-02T23:34:31.394137+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Abra o Discord.,Abra o Discord,56.13,,2848.85,0.976,,0.0,0.0833,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-02T23:34:35.947437+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Feche o Firefox.,Feche o Fire Fox,56.13,,2845.06,0.6201,,0.5,0.0769,0.5,0.25,0.25,0.0,0.1722,True,False,,True
2026-07-02T23:34:41.119445+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Execute oonidesk.,Execute o Any Desk,56.13,,3131.61,1.1783,,0.75,0.2,0.75,0.25,0.5,0.0,0.055,False,False,,True
2026-07-02T23:34:45.941816+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Inicie o System Manager.,Inicia o System Manager,56.13,,3088.13,0.7114,,0.25,0.1,0.25,0.25,0.0,0.0,0.3976,True,False,,True
2026-07-02T23:34:50.325358+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Abra o Devil May Cry.,Abra Devil may Cry,56.13,,2634.19,0.6898,,0.25,0.1333,0.25,0.0,0.0,0.25,0.2857,True,False,,True
2026-07-02T23:34:54.931241+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Abre o Instagram.,Abre o Intagram,56.13,,3104.35,1.2076,,0.3333,0.1538,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-02T23:34:57.794438+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Abrir obsidian.,Abrir Obsidian,56.13,,1049.23,0.3631,,0.0,0.0769,0.0,0.0,0.0,0.0,0.3162,True,False,,True
2026-07-02T23:35:03.370453+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,Pode abrir o File Explorer.,Pode abrir o File Explorer,56.13,,3068.14,0.6928,,0.0,0.0455,0.0,0.0,0.0,0.0,1.0,True,False,,True
2026-07-02T23:35:08.589938+00:00,4e84ce9f-d239-4c58-8b9e-b3836430439d,parakeet-tdt-0.6b-v3,É Pare o blender,Pare o Blender,56.13,,3180.34,1.4217,,0.3333,0.0833,0.3333,0.0,0.0,0.3333,0.3976,True,False,,True
2026-07-03T02:31:10.144008+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Abra o Google.,Abra o Google,19.43,,40424.42,14.3216,,0.0,0.0909,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-03T02:35:23.525652+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Abra o Discord.,Abra o Discord,19.43,,61183.19,20.9603,,0.0,0.0833,0.0,0.0,0.0,0.0,0.5623,True,False,,True
2026-07-03T02:37:21.091990+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,FaceSheet or Firefox?,Feche o Fire Fox,19.43,,93545.78,20.3895,,1.0,0.5385,1.0,0.75,0.25,0.0,0,False,False,,True
2026-07-03T02:39:30.530234+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Execute o Onidesk.,Execute o Any Desk,19.43,,52929.21,19.915,,0.5,0.2,0.5,0.25,0.25,0.0,0.1722,False,False,,True
2026-07-03T02:41:05.960174+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Inicie o System Manager.,Inicia o System Manager,19.43,,92002.14,21.1929,,0.25,0.1,0.25,0.25,0.0,0.0,0.3976,True,False,,True
2026-07-03T02:42:16.902021+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Abra o Devil May Cry.,Abra Devil may Cry,19.43,,59145.47,15.4882,,0.25,0.1333,0.25,0.0,0.0,0.25,0.2857,True,False,,True
2026-07-03T02:43:12.048118+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Abre o Instagram.,Abre o Intagram,19.43,,48288.71,18.7844,,0.3333,0.1538,0.3333,0.3333,0.0,0.0,0.2403,True,False,,True
2026-07-03T02:44:24.497770+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,abrir obsidian,Abrir Obsidian,19.43,,67706.16,23.4277,,0.0,0.0,0.0,0.0,0.0,0.0,0.3162,True,False,,True
2026-07-03T02:45:59.197833+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Pode abrir o File Explorer.,Pode abrir o File Explorer,19.43,,75485.04,17.046,,0.0,0.0455,0.0,0.0,0.0,0.0,1.0,True,False,,True
2026-07-03T02:47:14.337860+00:00,7d3f9d91-1872-47af-916d-8835758a8227,Voxtral-Mini-4B-Realtime-2602,Pario Blender.,Pare o Blender,19.43,,68175.57,30.4772,,0.6667,0.1667,0.6667,0.3333,0.3333,0.0,0.0907,False,False,,True
